Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Image Src,Image Position,Image Alt Text,Variant Price,Variant Compare At Price,Variant Inventory Tracker,Variant Weight Unit,Variant SKU,Option1 Name,Option1 Value
"dante-hematic-overdrive-prd","EN-007 Dante, Hematic Overdrive (UR)","<p>Dante, Hematic Overdrive is an ultra rare card in Grand Archive's .asphodel/paradise First Edition set.<p>","Weebs of the Shore","Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards","Trading Card","Set: PRD 1st, Rarity: Ultra Rare, Variant: Non-foil","FALSE","https://img.silvie.org/cdn/cards/PRD 1st/UR/EN-007.jpg","1","Dante, Hematic Overdrive","","","shopify","g","4Q7RDI9K9E","Title","Default Title"
"veltech-presidential-card-prd1e","EN-018 VelTech Presidential Card (UR)","<p>VelTech Presidential Card is an ultra rare card in Grand Archive's .asphodel/paradise First Edition set.<p>","Weebs of the Shore","Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards","Trading Card","Set: PRD 1st, Rarity: Ultra Rare, Variant: Non-foil","FALSE","https://img.silvie.org/cdn/cards/PRD 1st/UR/EN-018.jpg","1","VelTech Presidential Card","","","shopify","g","LHWV0OMK7V","Title","Default Title"
"capacitance-x-psycho-prd1e","EN-025 Capacitance X Psycho (UR)","<p>Capacitance X Psycho is an ultra rare card in Grand Archive's .asphodel/paradise First Edition set.<p>","Weebs of the Shore","Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards","Trading Card","Set: PRD 1st, Rarity: Ultra Rare, Variant: Non-foil","FALSE","https://img.silvie.org/cdn/cards/PRD 1st/UR/EN-025.jpg","1","Capacitance X Psycho","","","shopify","g","DA4ZCMFPYY","Title","Default Title"
"nightframe-hounds-bike-prd1e","EN-079 Nightframe, Hound's Bike (UR)","<p>Nightframe, Hound's Bike is an ultra rare card in Grand Archive's .asphodel/paradise First Edition set.<p>","Weebs of the Shore","Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards","Trading Card","Set: PRD 1st, Rarity: Ultra Rare, Variant: Non-foil","FALSE","https://img.silvie.org/cdn/cards/PRD 1st/UR/EN-079.jpg","1","Nightframe, Hound's Bike","","","shopify","g","GDCLYZV8MW","Title","Default Title"
"virgil-altered-future-prd","EN-100 Virgil, Altered Future (UR)","<p>Virgil, Altered Future is an ultra rare card in Grand Archive's .asphodel/paradise First Edition set.<p>","Weebs of the Shore","Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards","Trading Card","Set: PRD 1st, Rarity: Ultra Rare, Variant: Non-foil","FALSE","https://img.silvie.org/cdn/cards/PRD 1st/UR/EN-100.jpg","1","Virgil, Altered Future","","","shopify","g","YX6RI6MNDG","Title","Default Title"
"total-whiteout-prd1e","EN-169 Total Whiteout (UR)","<p>Total Whiteout is an ultra rare card in Grand Archive's .asphodel/paradise First Edition set.<p>","Weebs of the Shore","Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards","Trading Card","Set: PRD 1st, Rarity: Ultra Rare, Variant: Non-foil","FALSE","https://img.silvie.org/cdn/cards/PRD 1st/UR/EN-169.jpg","1","Total Whiteout","","","shopify","g","MQZUF738YP","Title","Default Title"
"staves-x-ultra-prd","EN-220 Staves X Ultra (UR)","<p>Staves X Ultra is an ultra rare card in Grand Archive's .asphodel/paradise First Edition set.<p>","Weebs of the Shore","Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards","Trading Card","Set: PRD 1st, Rarity: Ultra Rare, Variant: Non-foil","FALSE","https://img.silvie.org/cdn/cards/PRD 1st/UR/EN-220.jpg","1","Staves X Ultra","","","shopify","g","FQEIAA1CND","Title","Default Title"
"cardiac-vessel-prd1e","EN-223 Cardiac Vessel (UR)","<p>Cardiac Vessel is an ultra rare card in Grand Archive's .asphodel/paradise First Edition set.<p>","Weebs of the Shore","Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards","Trading Card","Set: PRD 1st, Rarity: Ultra Rare, Variant: Non-foil","FALSE","https://img.silvie.org/cdn/cards/PRD 1st/UR/EN-223.jpg","1","Cardiac Vessel","","","shopify","g","FTW9WOEIOM","Title","Default Title"
